name,latitude,longitude,dermoscopie,adresse,ville,code_postal,phone,email,description
Pharmacie Pizzitola,43.5691867,6.9950119,non,,,,,,
💊 Hellopharmacie / Grande Pharmacie de Villars,46.0023739,5.0316444,non,,,,,,
Pharmacie de l'Orée,47.2873913,-1.1879459,non,,,,,,
Pharmacie d'Amilly Antibes,47.9750846,2.7362686,non,,,,,,
Pharmacie Mathieu,47.081129,2.4068023,non,,,,,,
Pharmacie Des Parfums - ELSIE SANTE,43.6399106,6.9497993,non,,,,,,
Pharmacie de l’hôtel de ville,46.5978945,0.3513457,non,,,,,,
Pharmacie Du Chêne,49.59637,0.677632,non,,,,,,
Pharmacie de BEAUSOLEIL,43.8287191,4.3726736,non,,,,,,
Pharmacie Cuffies,49.3993807,3.3231121,non,,,,,,
Pharmacie de Jouarre,48.9264509,3.1301202,non,,,,,,
Totum Pharmacie du Centre,49.9083348,2.5118467,non,,,,,,
Pharmacie Lernould Totum,50.770714,3.0824767,non,,,,,,
Pharmacie Labarrière Totum,48.0753665,0.300569,non,,,,,,
Pharmacie des 3 potions 💊 Totum,47.3798056,0.6909402,non,,,,,,
Pharmacie de Vert Bocage Totum,43.6474485,5.0966197,non,,,,,,
Pharmacie du Val de Sarthe,47.8917099,0.0438179,non,,,,,,
Pharmacie des Cordeliers 💊 Totum,48.9767,3.2850686,non,,,,,,
Pharmacie du Port,43.136173,5.7552142,non,,,,,,
Pharmacie Rive Gauche,47.1491783,0.2369222,non,,,,,,
PHARMACIE BEVILLON,46.7662075,-1.2343505,non,,,,,,
Pharmacie Fleur Astier,43.1482294,6.0740436,non,,,,,,
Pharmacie de la Halle de Billom Totum,45.7238121,3.3407316,non,,,,,,
Pharmacie des Ormeaux Totum,45.7401752,-0.8144554,non,,,,,,
Pharmacie du Cheval Blanc Totum,50.5737098,2.9957391,non,,,,,,
Pharmacie Deprez 💊 Totum,50.327144,3.3933941,non,,,,,,
PHARMACIE DU PROGRÈS I Saint-Étienne 42 / téléconsultation,45.4370521,4.3890021,non,,,,,,
Pharmacie du 4 Septembre Totum,50.4320693,2.8297191,non,,,,,,
Pharmacie Sainte Barbe,43.1904193,-0.6177888,non,,,,,,
Pharmacie Brunel,43.48699,-1.5396439,non,,,,,,
Pharmacie de la FOUILLOUSE,45.500663,4.319434,non,,,,,,
PHARMACIE CENTRALE,45.2010613,5.8394675,non,,,,,,
Pharmacie de Bel Font,45.8646417,1.2377248,non,,,,,,
Pharmacie de La Cotinière Totum,45.9194152,-1.3367481,non,,,,,,
Pharmacie de Steinbourg,48.770219,7.412806,non,,,,,,
Pharmacie Marcaggi Totum,42.1169712,8.6904114,non,,,,,,
💊 Pharmacie Coeur de Chapelle,47.2991714,-1.5537165,non,,,,,,
Pharmacie de la Mairie - Bron Totum,45.7333987,4.9086695,non,,,,,,
Pharmacie Ô Naturel Totum,46.37844,6.490782,non,,,,,,
Pharmacie du Théâtre-Silvie Totum,50.7507295,2.2522733,non,,,,,,
Pharmacie Gilet,47.0362377,-1.6419532,non,,,,,,
Pharmacie des Montagnes,45.6927078,0.1845471,non,,,,,,
Pharmacie de Bois-le-Roi - Charlotte Ligaire - téléconsultation sans RDV,48.4690213,2.7070368,non,,,,,,
Pharmacie de la Trecey Totum,48.0012712,3.7207907,non,,,,,,
Pharmacie de Sainte Marie,47.1127513,-2.1304977,non,,,,,,
Pharmacie de Condé,48.9441093,3.1289753,non,,,,,,
Pharmacie du Faubourg 💊 Totum,48.948131,3.132628,non,,,,,,
Pharmacie Léa Bonnotte,48.031644,3.2962055,non,,,,,,
Pharmacie de L'Alchimie (anciennement du Parc),50.6150152,3.0168574,non,,,,,,
Pharmacie du Pont Fouchard Totum,47.2495356,-0.0900139,non,,,,,,
PHARMACIE DE L'HOTEL DE VILLE,43.477735,2.4898233,non,,,,,,
Pharmacie des Carmes,50.3818095,2.336463,non,,,,,,
pharmacie des 3 amis,45.944198,-0.5145383,non,,,,,,
Pharmacie de Montmerle,46.0808252,4.7581108,non,,,,,,
Pharmacie Jeanne d'Arc,47.1657581,0.2453661,non,,,,,,
Pharmacie du Pays de Bidache,43.4825653,-1.145715,non,,,,,,
Pharmacie de la Gare,44.3759416,4.7034945,non,,,,,,
Pharmacie Notre Dame,48.8458919,2.2374465,non,,,,,,
Pharmacie du centre Brigitte,48.8268712,1.9479906,non,,,,,,
Pharmacie des Halles / Hellopharmacie,45.723888,5.2517076,non,,,,,,
Pharmacie Cadène,42.9349074,2.2217045,non,,,,,,
Pharmacie Marchionni,44.5042407,1.1773315,non,,,,,,
Pharmacie Lafayette Marc,49.5190205,5.3677191,non,,,,,,
Pharmacie Internationale,43.3572446,-1.7761856,non,,,,,,
Pharmacie Du Pays,48.5263591,5.8965839,non,,,,,,
Pharmacie du Panache - Nice Totum,43.7066401,7.2319639,non,,,,,,
Pharmacie Pharmavance Meudon-la-Forêt,48.7841616,2.2318279,non,,,,,,
Pharmacie du Ginkgo,43.6111157,5.7569916,non,,,,,,
Pharmacie De Saint Germain Laval,45.8323662,4.0148625,non,,,,,,
Pharmacie de la Barre | Dey Chebbi - Faivre,48.9667893,2.3169538,non,,,,,,
PHARMACIE BERNARD,46.370777,0.406866,non,,,,,,
Pharmacie des Iles,43.5679447,7.0734881,non,,,,,,
Pharmacie Revol,46.2568973,6.10988,non,,,,,,
Pharmacie Saint Ayoul,48.560782,3.302134,non,,,,,,
Pharmacie Valque Totum,50.270078,2.784658,non,,,,,,
Pharmacie Lafayette du Laurier,49.1185448,6.1763762,non,,,,,,
Pharmacie du Chêne,48.4488733,-2.0746234,non,,,,,,
PHARMACIE BEAUVAIS,47.062726,-0.940897,non,,,,,,
Pharmacie de St Georges d'Oléron Totum,45.9676915,-1.3485157,non,,,,,,
Pharmacie Thomas,48.4249395,-4.5608461,non,,,,,,
Pharmacie de la Thur,47.8608424,7.0488106,non,,,,,,
Pharmacie Lafayette de la Valdaine,44.610486,4.9344843,non,,,,,,
Pharmacie Les Couteliers Totum,45.2891175,4.1678797,non,,,,,,
Pharmacie de la Fontaine Amélie,45.2466449,5.8313655,non,,,,,,
Pharmacie Mandoraise,47.9925529,2.7190337,non,,,,,,
Pharmacie des Coteaux 💊 Totum,45.7660437,-0.7090512,non,,,,,,
PHARMACIE BOUVIER,45.7121639,4.8115343,non,,,,,,
Grande Pharmacie Lafayette La Montilienne,44.542325,4.7454789,non,,,,,,
Pharmacie Sarrail,48.3110037,4.0514026,non,,,,,,
Pharmacie MERCIER ELSIE SANTE SUD 77,48.3970511,2.9539027,non,,,,,,
Pharmacie Senequier Rouquier Totum,43.2513868,6.5339904,non,,,,,,
Pharmacie de la Vistrenque,43.8260637,4.4317024,non,,,,,,
Pharmacie de la Ferriere,47.246191,-1.588974,non,,,,,,
💊 PHARMACIE BAURE ROMAN l Sainte-Sigolène 43,45.243865,4.231631,non,,,,,,
Pharmacie des Trois Fontaines - Boticinal,49.038666,2.083128,non,,,,,,
Pharmacie Du Dome Totum,43.3126511,5.4018096,non,,,,,,
Supérette des Rompois,46.6869985,4.3920458,non,,,,,,
Pharmacie de l'Océan,47.7867275,-3.491226,non,,,,,,
Pharmacie Lafayette Richez,45.6180614,0.1035274,non,,,,,,
PHARMACIE DES OUDAIRIES,46.6721788,-1.4054376,non,,,,,,
pharmacie de la gare,44.2545914,4.6467263,non,,,,,,
Pharmacie Centrale Guyonnet-Hugault,46.3735435,0.4049605,non,,,,,,
Pharmacie du Centre - Morvan Carson,47.8545922,-3.8529526,non,,,,,,
PHARMACIE DES BASSINS A FLOTS,44.8658877,-0.5491755,non,,,,,,
Pharmacie de la Tour - Denise Burkhalter,44.7268811,3.8559968,non,,,,,,
Pharmacie de Puy Guillaume Totum,45.9599933,3.4739451,non,,,,,,
Pharmacie de la Gée,48.0211578,0.0145692,non,,,,,,
💊 PHARMACIE NEYRET FAURIEL | Saint-Etienne 42,45.4267205,4.4049876,non,,,,,,
Pharmacie de l'Eglise,46.5533336,4.218424,non,,,,,,
💊 PHARMACIE DE RATARIEUX La Pharmathèque | Saint Priest en Jarez 42,45.4799537,4.3570863,non,,,,,,
Pharmacie du Progrès Totum,45.5139757,1.2038487,non,,,,,,
Pharmacie de la Pounche,43.3324059,5.4636243,non,,,,,,
Pharmacie Aiffres Totum,46.2986925,-0.4292985,non,,,,,,
Pharmacie de Beauvallon Totum,43.2345519,5.4114054,non,,,,,,
Pharmacie Lefort,48.3149509,4.060925,non,,,,,,
Pharmacie Bel Air Totum,43.6400791,5.0577671,non,,,,,,
Pharmacie Autrement Totum,47.8292938,0.0770533,non,,,,,,
Pharmacie du Pont de Tours Totum,47.9112267,1.8792369,non,,,,,,
Pharmacie Haut Meylan Totum,45.2174838,5.7856942,non,,,,,,
Pharmacie de Coublevie Totum,45.3539578,5.6074023,non,,,,,,
Pharmacie de la Bergue Totum,46.1801763,6.2996889,non,,,,,,
Pharmacie De l'Avant Seyne,43.1116028,5.8656939,non,,,,,,
Pharmacie de Barbentane Totum,43.9014312,4.7545656,non,,,,,,
Pharmacie Troisgros Totum,43.7270859,7.4109305,non,,,,,,
Pharmacie Centrale - Bar-le-Duc Totum,48.773984,5.1598794,non,,,,,,
Pharmacie de Denguin Totum,43.3611461,-0.5038417,non,,,,,,
Pharmacie Fraxinoise 💊 Totum,43.3172473,6.4697724,non,,,,,,
PHARMACIE CANNES GRAND BLEU,43.55694,6.964485,non,,,,,,
Pharmacie du Village Totum,43.3697196,5.6330351,non,,,,,,
Pharmacie des Fontanilles Totum,43.3176652,1.9424853,non,,,,,,
Pharmacie du centre,44.5447705,4.6814158,non,,,,,,
Pharmacie du Petit Chantilly,47.2524254,-1.5939842,non,,,,,,
Pharmacie des Loges Totum,50.241979,2.659909,non,,,,,,
Pharmacie de Trémuson,48.5241683,-2.8524203,non,,,,,,
Pharmacie Michel-Petit,47.5128554,6.9982875,non,,,,,,
Pharmacie Parc Champagne-Tournon Totum,45.0533593,4.8362857,non,,,,,,
PHARMACIE DU DOURON,48.6559255,-3.6309153,non,,,,,,
Pharmacie d'Hinges,50.5555628,2.6182932,non,,,,,,
PHARMACIE DE MAULE TOTUM,48.9103184,1.8490131,non,,,,,,
Pharmacie Thomas Ludres | Totum,48.6165793,6.1743655,non,,,,,,
Pharmacie 4 chemins des routes - Toulon Totum,43.146561,5.902323,non,,,,,,
Pharmacie Principale Cuers,43.2407725,6.0751413,non,,,,,,
Pharmacie Truphème 💊 Totum,45.7610722,4.8498564,non,,,,,,
Pharmacie Barhdaoui-Journaux,48.386718,2.900401,non,,,,,,
Pharmacie des Tilleuls,48.827414,2.5413632,non,,,,,,
Pharmacie Pura Vida,50.386105,3.59902,non,,,,,,
Pharmacie de la Florane Totum,43.1394691,5.8882953,non,,,,,,
Pharmacie Schuehmacher,48.9638224,2.2983282,non,,,,,,
PHARMACIE CHEVALIER,46.8242424,-1.3561221,non,,,,,,
Pharmacie de la Mairie,43.4248583,6.7680001,non,,,,,,
PHARMACIE DES PINS,44.8660958,4.9401777,non,,,,,,
PHARMACIE DU PARC,45.5058497,4.2620885,non,,,,,,
PHARMACIE DE GETIGNE,47.0765779,-1.2395978,non,,,,,,
PHARMACIE BOUTRIN,43.4274647,3.7279697,non,,,,,,
PHARMACIE DES ALLEES,43.3606645,-1.3992855,non,,,,,,
PHARMACIE DU MONT CASSEL,50.7998985,2.4863418,non,,,,,,
PHARMACIE SAINT FERREOL,42.4858054,2.7477939,non,,,,,,
pharmacie des Névons,43.9176078,5.0566566,non,,,,,,
PHARMACIE DU GRAND MARCHE,47.458653,3.519718,non,,,,,,
PHARMACIE NOURY PEPION,47.2980538,-1.4914082,non,,,,,,
GRANDE PHARMACIE DU PROGRES,45.8922505,3.1131083,non,,,,,,
PHARMACIE MARCHAND SANDRINE,46.3542846,-1.2496897,non,,,,,,
PHARMACIE RENE DESCARTES,46.8202583,0.5446301,non,,,,,,
PHARMACIE HOUEIX,48.226411,-3.9701061,non,,,,,,
PHARMACIE PLASSE,45.7220607,4.8915592,non,,,,,,
PHARMACIE DE GLAGEON,50.0569659,4.0776629,non,,,,,,
PHARMACIE DE LA MAIRIE,48.9120973,2.3346055,non,,,,,,
PHARMACIE DES VIGNES,45.3092409,-0.9401756,non,,,,,,
PHARMACIE FEUTRIE,50.638972,2.718216,non,,,,,,
PHARMACIE DU SOLEIL,43.1908928,6.0410097,non,,,,,,
PHARMACIE DES DAMES,47.3955765,0.7695356,non,,,,,,
Pharmacie Daublon,44.2595643,4.2954057,non,,,,,,
PHARMACIE DE L'ARQUEBUSE,47.7909998,3.5665586,non,,,,,,
Pharmacie Lazzaro Totum,49.2003075,-0.2928397,non,,,,,,
PHARMACIE ESTUBLIER,43.283858,5.9715607,non,,,,,,
Pharmacie de Bords Totum,45.8963441,-0.7956055,non,,,,,,
Pharmacie de Saint Genest Malifaux,45.3404988,4.4198053,non,,,,,,
PHARMACIE DES VIGNES,44.0567139,4.8357722,non,,,,,,
Pharmacie Bockaert,45.1244274,1.7248212,non,,,,,,
PHARMACIE DE NESMY,46.5920214,-1.4017183,non,,,,,,
Pharmacie Viudes 💊 Totum,43.3108605,6.6335847,non,,,,,,
Pharmacie Laurès chantal et pauline,44.177464,4.150896,non,,,,,,
PHARMACIE DES VERGNES,45.812551,3.128918,non,,,,,,
Pharmacie Etoubleau,45.9034334,1.5932823,non,,,,,,
PHARMACIE DES ORS,45.0368865,5.0347043,non,,,,,,
PHARMACIE CENTR'HALLES,46.9919719,-1.8184892,non,,,,,,
Pharmacie de Brunet - Toulon Totum,43.1278554,5.9641102,non,,,,,,
PHARMACIE DE CHENOVE,47.2935266,5.0097962,non,,,,,,
PHARMACIE DES 2 VALLEES,46.737861,-1.385089,non,,,,,,
Pharmacie des 4 vents,48.6420348,-3.7207711,non,,,,,,
La pharmacie d'Emmanuelle,50.3599533,3.528564,non,,,,,,
PHARMACIE DU CASTILLET,42.7028951,2.8940362,non,,,,,,
Pharmacie Des Sources,43.6828201,3.8512051,non,,,,,,
PHARMACIE DE LA BAIE,48.8033164,-3.0282871,non,,,,,,
"Pharmacie du Jeu de Ballon, Fabrègues",43.5515945,3.7772366,non,,,,,,
pharmacie des Alleux,48.3243654,-1.4281427,non,,,,,,
Pharmacie Puymirol,44.1869768,0.7961187,non,,,,,,
Aprium Pharmacie de la Poste,49.3797791,3.3281723,non,,,,,,
PHARMACIE DE VERRIERES,46.4107827,0.5925845,non,,,,,,
Pharmacie Dufau Etchegoyen,43.5026967,-1.4517734,non,,,,,,
Pharmacie de Vezenobres,44.0491987,4.1409985,non,,,,,,
Pharmacie LECLERCQ,50.0772008,2.6041682,non,,,,,,
PHARMACIE DES ALLEES,43.8877989,4.8547577,non,,,,,,
Pharmacie Victor Hugo - Cognac Totum,45.690817,-0.322255,non,,,,,,
Pharmacie de la fusée,44.9017134,5.0107302,non,,,,,,
PHARMACIE DU CHATEAU,47.1844858,-1.5594942,non,,,,,,
PHARMACIE SAINT VITAL,47.2543718,-2.0169087,non,,,,,,
Pharmacie Saint-Martin,49.886711,2.3036306,non,,,,,,
Pharmacie des Thermes Totum,48.6573875,-1.9973494,non,,,,,,
Pharmacie de Plumelec Totum,47.8372223,-2.6389356,non,,,,,,
Pharmacie Bannier Totum anciennement Guiberteau,47.9263122,1.8967495,non,,,,,,
Pharmacie de Dommartin Totum,45.8359162,4.714095,non,,,,,,
Pharmacie du Pont,44.2071968,4.0306528,non,,,,,,
PHARMACIE DE LA CATHEDRALE,47.2187177,-1.5510222,non,,,,,,
Pharmacie Fleury Totum,46.564017,3.3183638,non,,,,,,
PHARMACIE DE BRUILLE,50.454894,3.5209531,non,,,,,,
Pharmacie Vergobbi 💊 Totum,46.4297224,4.9381156,non,,,,,,
PHARMACIE DU STADE,43.6583502,1.4887041,non,,,,,,
Pharmacie des 3 Provinces Totum,45.1655323,1.5457258,non,,,,,,
PHARMACIE DU BIEN ETRE,47.2835233,2.9558372,non,,,,,,
Pharmacie des Écoles - Nice Totum,43.6989603,7.2396094,non,,,,,,
Pharmacie du Bercail 💊 Totum,43.1064682,5.8594801,non,,,,,,
Pharmacie du Centre (Sobrie),51.017836,2.443177,non,,,,,,
PHARMACIE DU NIVOLET,45.5785475,5.9560867,non,,,,,,
PHARMACIE DES ARTS,49.5459904,0.9521772,non,,,,,,
PHARMACIE DE LA GARE,47.9632993,3.5131151,non,,,,,,
Pharmacie des Nestes 💊 Totum,43.0779347,0.4850004,non,,,,,,
Pharmacie d'Orgeval Totum,49.2794292,4.0218755,non,,,,,,
PHARMACIE GIPHAR DU BOCAGE,47.3236614,5.0704001,non,,,,,,
Aprium La Grande Pharmacie des Aygalades,43.353329,5.3715519,non,,,,,,
Pharmacie Tissier-Petit,48.0018748,3.7288482,non,,,,,,
Aprium Pharmacie de la Tour,43.2837622,5.3886861,non,,,,,,
Aprium Pharmacie du Bosphore,43.3714448,5.3641664,non,,,,,,
Pharmacie Guichard,43.6785877,4.4293426,non,,,,,,
Pharmacie Leneutre,47.0286214,6.5740147,non,,,,,,
LA PHARMACIE VERTE,47.787938,-3.4162631,non,,,,,,
Pharmacie du Marché Totum,43.9286317,4.99485,non,,,,,,
Pharmacie du Bourg - Nexon Totum,45.6789866,1.1870247,non,,,,,,
Pharmacie de l'Avenir Totum,43.4302657,5.0457654,non,,,,,,
Grande Pharmacie de Caudéran Totum,44.8524472,-0.6148231,non,,,,,,
Pharmacie de Génissieux,45.0813564,5.0843874,non,,,,,,
PHARMACIE LEROY SAUTIERE,50.4235923,3.5624337,non,,,,,,
Pharmacie du Faron Totum,43.1405466,5.9133752,non,,,,,,
Pharmacie de la Mer Totum,43.1032779,5.8205092,non,,,,,,
PHARMACIE NOUVELLE,48.196717,6.438286,non,,,,,,
PHARMACIE DU LYCEE,49.1520144,0.2240871,non,,,,,,
PHARMACIE CENTRALE,47.5880905,5.1854671,non,,,,,,
Pharmacie du Port Totum,43.3077887,6.6404592,non,,,,,,
Pharmacie Leone Villecroze Totum,44.1880129,5.9459909,non,,,,,,
Pharmacie de Grimaud 💊 Totum,43.2725472,6.5215982,non,,,,,,
Pharmacie Marseille Bonneveine Zenatti 💊 Totum,43.245737,5.3901984,non,,,,,,
Pharmacie de la Rothaine,48.4589415,7.2091811,non,,,,,,
Aprium Pharmacie De Saint Genies de Malgoires,43.945193,4.2250526,non,,,,,,
Pharmacie de l'Hôtel de Ville 💊 Totum,46.3039981,4.8330825,non,,,,,,
Pharmacie Clemenceau,46.4667794,-0.807102,non,,,,,,
Pharmacie Victor Hugo Totum,46.0385306,4.0578853,non,,,,,,
Pharmacie d'Haspres,50.2586174,3.4174598,non,,,,,,
PHARMACIE D'ACQUIGNY,49.1770077,1.1731825,non,,,,,,
PHARMACIE DE BAIRON,49.5146567,4.7701053,non,,,,,,
Pharmacie Gillot Totum,48.0821924,1.8785655,non,,,,,,
La Grande Pharmacie du Centre Commercial d'Enval,45.8889758,3.0694146,non,,,,,,
Pharmacie des Arcades,48.7349929,6.1664042,non,,,,,,
PHARMACIE DES COTEAUX,43.2744052,0.1727606,non,,,,,,
Pharmacie du centre,49.6393691,-1.6250367,non,,,,,,
Pharmacie Optic Hibert,43.3078788,2.2161729,non,,,,,,
Pharmacie Millet,49.4097191,3.5168786,non,,,,,,
PHARMACIE BOUDRIQUE,49.8574713,4.737581,non,,,,,,
Pharmacie Rosa Bonheur,48.4108532,2.7863055,non,,,,,,
PARA ET PHIE AVALLONNAISE,47.4908014,3.9110807,non,,,,,,
Pharmacie Rive Gauche Totum,43.5970307,1.427387,non,,,,,,
Pharmacie Ramberti,48.5101407,3.7261754,non,,,,,,
Pharmacie du haut 💊 Totum,46.9740423,0.698981,non,,,,,,
PHARMACIE DU LYCEE TOTUM,43.9794159,4.7864156,non,,,,,,
Pharmacie des Herbiers,46.8569771,-1.0139257,non,,,,,,
PHARMACIE DE L'ENCLAVE,44.3162167,4.9496017,non,,,,,,
Pharmacie du Drapeau Totum,46.133262,3.456238,non,,,,,,
Pharmacie Essentielle Totum,43.6704635,1.5166997,non,,,,,,
Pharmacie Petit,48.269508,3.8055111,non,,,,,,
Pharmacie de Crissey,46.8165348,4.8809583,non,,,,,,
PHARMACIE DE ST PANTALEON,45.1415279,1.442503,non,,,,,,
Pharmacie des Vignes,48.8260154,1.987693,non,,,,,,
Pharmacie COMBE DES DAMES Rivière,45.6805943,-0.3282368,non,,,,,,
Pharmacie de Saint-Rémy sur Durolle Totum,45.888451,3.5915811,non,,,,,,
Pharmacie Des Charmes,45.8986727,4.8399609,non,,,,,,
PHARMACIE DU COURS,43.9284088,4.9958907,non,,,,,,
Pharmacie de Bénéjacq,43.1902159,-0.2100247,non,,,,,,
Pharmacie Dolicque,50.6802485,3.2475772,non,,,,,,
Pharmacie Barla,43.7012638,7.2841623,non,,,,,,
pharmacie breton eric,46.7433038,-0.9489863,non,,,,,,
PHARMACIE DE PLOMELIN,47.9363342,-4.1555692,non,,,,,,
Pharmacie Satger Apack,44.074385,5.002515,non,,,,,,
PHARMACIE DU PONT NEUF,45.8980961,6.1156118,non,,,,,,
Pharmacie Gabas Totum,43.8592968,0.1010157,non,,,,,,
Pharmacie du Champ de Mars (Dancausse-Lasbugues),44.2592738,4.6468852,non,,,,,,
Pharmacie Carnot - Herboristerie,44.559435,6.080974,non,,,,,,
Pharmacie de la Place Totum,47.986403,0.282101,non,,,,,,
Pharmacie Gamma 💊 Totum,48.8439746,2.372451,non,,,,,,
Pharmacie des Haras de Gelos,43.2831412,-0.3708701,non,,,,,,
PHARMACIE DE LA VALLEE (HELLOPHARMACIE),45.9242559,6.8699625,non,,,,,,
La Nouvelle Pharmacie,43.4532366,3.4196248,non,,,,,,
Pharmacie de la Noye,49.631995,2.2942948,non,,,,,,
Pharmacie Fabien Mauvignant,48.667182,4.2083999,non,,,,,,
Pharmacie RIBERON Arcis-Sur-Aube,48.5357903,4.1427212,non,,,,,,
Pharmacie de la Foux,43.2634122,6.580897,non,,,,,,
PHARMACIE COURDENT & PENAUD,46.6265262,-1.8565285,non,,,,,,
Pharmacie d'Auxon,48.1093919,3.9219058,non,,,,,,
PHARMACIE DE L'ALBINQUE,43.608511,2.239764,non,,,,,,
Pharmacie de Valbertrand - Toulon Totum,43.1402237,5.8937673,non,,,,,,
PHARMACIE DU LANGUEDOC 💊 TOTUM,43.6108266,1.3300926,non,,,,,,
PHARMACIE LA SERINETTE,43.1162743,5.9615994,non,,,,,,
Pharmacie de Montayral,44.483816,0.977806,non,,,,,,
Pharmacie d'Ars et Dombes,45.993204,4.8211813,non,,,,,,
PHARMACIE DE LA MURETTE,45.3801388,5.5419595,non,,,,,,
PHARMACIE DE SEREILHAC,45.7679428,1.080705,non,,,,,,
PHARMACIE DEMAILLY,50.3304929,3.5129894,non,,,,,,
Pharmacie des Peupliers,47.7368362,7.3004512,non,,,,,,
Pharmacie de l'HARMONIE,42.9642898,1.6090959,non,,,,,,
PHARMACIE DE LOYETTES,45.7742324,5.205692,non,,,,,,
Pharmacie de l’Unité,43.5223574,5.4337256,non,,,,,,
Pharmacie de la Pétanque Totum,43.1754377,5.6002068,non,,,,,,
Pharmacie du Stade 💊 Totum,43.3940648,4.7973598,non,,,,,,
Pharmacie Marquet (Foch) 💊 Totum,43.4076156,6.0645551,non,,,,,,
PHARMACIE ARVICE,43.6970609,6.8519337,non,,,,,,
Pharmacie Léonard de Vinci (anciennement pharmacie Croix Saint-Lambert),48.4984706,-2.752881,non,,,,,,
💊 PHARMACIE LYAUTEY l Nice 06,43.7120524,7.2827104,non,,,,,,
Pharmacie des Korrigans,47.9593477,-1.4977965,non,,,,,,
Pharmacie Lemaire,47.8098547,-1.9375244,non,,,,,,
PHARMACIE DU PONT HABITE,48.4500404,-4.2493345,non,,,,,,
Totum Pharmacie Saint Pierre,50.943621,1.8580964,non,,,,,,
Pharmacie du Bourg,48.702056,6.258827,non,,,,,,
Pharmacie Kojfer,50.475388,2.587158,non,,,,,,
PHARMACIE DE L'EUROPE,42.6834665,2.9090424,non,,,,,,
PHARMACIE DU ROND,44.0225971,1.3611726,non,,,,,,
Pharmacie du Razès,43.1256081,2.0975155,non,,,,,,
Pharmacie d'Endoume,43.2849693,5.359915,non,,,,,,
PHARMACIE DE LA COTE,48.1083454,-1.9259864,non,,,,,,
Pharmacie des Tourelles Totum,47.89444,1.9043555,non,,,,,,
Pharmacie de l'Hôtel de Ville Totum,46.2751891,4.0413389,non,,,,,,
Pharmacie du Moulin,43.5608708,6.2389965,non,,,,,,
Grande Pharmacie de Marseille - Boticinal,43.2985079,5.3761082,non,,,,,,
Pharmacie du Front de mer Totum,45.623937,-1.028841,non,,,,,,
Pharmacie du Dropt Totum,44.5847185,-0.0862469,non,,,,,,
Pharmacie Husson-Labergerie,47.1771476,2.1618405,non,,,,,,
Pharmacie du Théâtre,43.7864444,5.7666006,non,,,,,,
PHARMACIE DES HAUTS DE PENFELD,48.3923245,-4.5184055,non,,,,,,
Pharmacie de l'Erdre - Totum,47.2234939,-1.55151,non,,,,,,
Pharmacie Agnès Praden Alès,44.1392417,4.0897099,non,,,,,,
Pharmacie de Trainou,47.9735047,2.1048502,non,,,,,,
Pharmacie du Pôle Santé (Hello Pharmacie),45.045987,3.896547,non,,,,,,
Pharmacie Anna Schoen,47.75726,7.3254858,non,,,,,,
Pharmacie de Bonsecours,50.4622121,3.5941537,non,,,,,,
Pharmacie du Village,43.6247732,6.6977634,non,,,,,,
Pharmacie de la Neuve / HELLO PHARMACIE,46.2158273,5.2135534,non,,,,,,
Pharmacie Etchandy,48.2462802,-4.489984,non,,,,,,
PHARMACIE WILLAUME et PETIT,50.5638467,2.4808691,non,,,,,,
Pharmacie du Pont du Brusc,43.0949,5.8337836,non,,,,,,
PHARMACIE DU CINEMA - Marseille 13004,43.3001853,5.3999607,non,,,,,,
Pharmacie Le Pilon du Roi,43.3848093,5.5762817,non,,,,,,
Pharmacie Les Apothicaires Totum,43.328807,-0.3524389,non,,,,,,
PHARMACIE DU TERRAIL,43.28062,5.3690753,non,,,,,,
Pharmacie de la Source,47.50087,0.5820493,non,,,,,,
Pharmacie de Carresse 💊 Totum,43.4776943,-0.9946783,non,,,,,,
Pharmacie de l'Abbaye,49.7545717,0.3830591,non,,,,,,
5 Rue Charles Nedelec,43.4061203,4.9858362,non,,,,,,
PHARMACIE KERELIE,48.141152,-3.618272,non,,,,,,
PHARMACIE DU MARCHE,44.2114264,4.0302937,non,,,,,,
PHARMACIE BROUCQSAULT,50.210337,2.7770156,non,,,,,,
Pharmacie Meunier,47.625675,7.240891,non,,,,,,
💊 HELLO PHARMACIE DU MORTIER,44.5227896,5.0652235,non,,,,,,
PHARMACIE DE L'UNIVERSITE,48.0204201,0.1618623,non,,,,,,
Pharmacie des Hopitaux,42.7249738,2.8870268,non,,,,,,
PHARMACIE LACOSTE,48.4497165,-4.2630074,non,,,,,,
Pharmacie MCpharma,42.6416496,2.757043,non,,,,,,
Pharmacie Flore,43.9292128,4.8754233,non,,,,,,
Pharmacie Principale ROCHE - Parapharmacie - Matériel médicale - Pharmactiv - MONTBRISON,45.6067208,4.0646838,non,,,,,,
Grande Pharmacie de Cran-Gevrier 💊💉,45.9100346,6.1120676,non,,,,,,
PHARMACIE GREGOIRE - Esquennoy,49.6541767,2.2684539,non,,,,,,
PHARMACIE BERTHON,47.3360051,5.0395929,non,,,,,,
PHARMACIE DE PIERREPLANE,43.1399109,5.7409251,non,,,,,,
PHARMACIE DU CENTRE - ANGRES,50.4100019,2.7577053,non,,,,,,
Pharmacie Saint Clair du Rhône,45.4433792,4.7681659,non,,,,,,
Pharmacie du Bourg Totum,47.950349,1.876276,non,,,,,,
Grande Pharmacie Des Recollets,45.0441124,5.0340326,non,,,,,,
